index,merging steps,merged documents,avg doc size,total docs size,avg num of nodes per doc,total num of nodes in docs,num of nodes in merged doc,avg num of statements per doc,total num of statements in docs,statements in merged doc,total runtime,time for downloading
63,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,13672.0,18078.0
64,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,18078.0,14406.0
65,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,16266.0,14390.0
66,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,13782.0,15640.0
67,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,16265.0,10782.0
68,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,13844.0,12062.0
69,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,30125.0,19250.0
70,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,14422.0,13875.0
71,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,16765.0,14703.0
72,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22562.0,11234.0
73,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,14328.0,13265.0
74,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,13047.0,18296.0
75,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,16343.0,13688.0
76,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19094.0,14547.0
77,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,17297.0,11453.0
78,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,13547.0,18594.0
79,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,13281.0,21094.0
80,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,13141.0,17562.0
81,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,16954.0,17390.0
82,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20922.0,11453.0
83,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,16563.0,14000.0
84,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,16500.0,12563.0
85,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,35562.0,11375.0
86,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,14984.0,14406.0
87,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,18469.0,11953.0
88,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,14672.0,29922.0
89,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20609.0,11516.0
