index,merging steps,merged documents,avg doc size,total docs size,avg num of nodes per doc,total num of nodes in docs,num of nodes in merged doc,avg num of statements per doc,total num of statements in docs,statements in merged doc,total runtime,time for downloading
27,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19110.0,17671.0
28,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19985.0,18390.0
29,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20500.0,14625.0
30,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,26516.0,15828.0
31,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19313.0,18218.0
32,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,23890.0,17172.0
33,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20562.0,22406.0
34,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21750.0,19032.0
35,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,29734.0,22922.0
36,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,27110.0,22578.0
37,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19781.0,16875.0
38,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21750.0,16672.0
39,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24453.0,16563.0
40,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21141.0,19953.0
41,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24813.0,17812.0
42,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,25421.0,24250.0
43,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,25422.0,14688.0
44,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21547.0,29109.0
45,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24516.0,21406.0
46,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,27094.0,28250.0
47,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22688.0,16687.0
48,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19843.0,19891.0
49,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21547.0,16938.0
50,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22297.0,23640.0
51,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,31282.0,15937.0
52,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22688.0,19812.0
53,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24078.0,19343.0
54,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,23031.0,25969.0
55,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24047.0,19265.0
56,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21735.0,18000.0
57,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24672.0,16265.0
58,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24218.0,20547.0
59,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19391.0,23328.0
60,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,28453.0,19391.0
61,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20828.0,15641.0
62,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19922.0,16563.0
63,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22359.0,19875.0
64,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24328.0,17375.0
65,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22453.0,16375.0
66,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,25453.0,20250.0
67,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20219.0,20938.0
68,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22703.0,16328.0
69,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22985.0,18687.0
70,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,28750.0,16157.0
71,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,23125.0,17484.0
72,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22407.0,13843.0
73,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,23015.0,15704.0
74,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24453.0,15703.0
75,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20797.0,18172.0
76,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24219.0,16234.0
77,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,23921.0,17422.0
78,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,26735.0,19656.0
79,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21125.0,19156.0
80,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19515.0,19203.0
81,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,17656.0,16797.0
82,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20844.0,18109.0
83,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24203.0,17188.0
84,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22359.0,19906.0
85,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22718.0,16266.0
86,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21141.0,17312.0
