index,merging steps,merged documents,avg doc size,total docs size,avg num of nodes per doc,total num of nodes in docs,num of nodes in merged doc,avg num of statements per doc,total num of statements in docs,statements in merged doc,total runtime,time for downloading
61,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,6000.0,4891.0
62,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,6547.0,5688.0
63,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5531.0,5406.0
64,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,7656.0,7438.0
65,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,6000.0,5703.0
66,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5703.0,5094.0
67,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5422.0,5109.0
68,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5641.0,5359.0
69,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,6266.0,5468.0
70,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4828.0,4547.0
71,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4344.0,5312.0
72,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,7718.0,4953.0
73,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4531.0,4937.0
74,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4532.0,5844.0
75,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4375.0,4687.0
76,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4219.0,4734.0
77,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4672.0,4938.0
78,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4735.0,4734.0
79,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4906.0,5438.0
80,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5360.0,4906.0
81,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4172.0,5375.0
82,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4203.0,4813.0
83,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4422.0,4422.0
84,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4500.0,4438.0
85,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4079.0,4718.0
86,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4484.0,4672.0
87,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5297.0,4453.0
88,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4437.0,4969.0
89,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4687.0,4829.0
90,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4407.0,5281.0
91,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4469.0,4765.0
92,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5188.0,4531.0
93,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4609.0,5391.0
94,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5046.0,4313.0
95,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5047.0,4906.0
96,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4687.0,4516.0
97,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4657.0,5390.0
98,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,8078.0,4578.0
