index,merging steps,merged documents,avg doc size,total docs size,avg num of nodes per doc,total num of nodes in docs,num of nodes in merged doc,avg num of statements per doc,total num of statements in docs,statements in merged doc,total runtime,time for downloading
88,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4375.0,4562.0
89,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5828.0,4079.0
90,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,7641.0,4750.0
91,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4968.0,4485.0
92,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5406.0,5172.0
93,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4891.0,4265.0
94,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4438.0,5125.0
95,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4343.0,4719.0
96,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4297.0,5203.0
97,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,4312.0,5156.0
98,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,5110.0,4750.0
